"Date","Close","% Change","% Change vs Average","Volume","RSI ‌rsi‌ (14)","Bollinger Bands Top ‌Bollinger Bands‌ (20,2,ma,y)","Bollinger Bands Median ‌Bollinger Bands‌ (20,2,ma,y)","Bollinger Bands Bottom ‌Bollinger Bands‌ (20,2,ma,y)","Result ‌W Acc Dist‌ (n)","MA ‌ma‌ (50,ma,0)","MA ‌ma‌ (50,ma,0)-2","MA ‌ma‌ (50,ma,0)-3","Result ‌ZigZag‌ (10)","Result ‌Williams %R‌ (14)","Result ‌Weighted Close‌ (14)","+VI ‌Vortex‌ (14)","-VI ‌Vortex‌ (14)","Result ‌Vol ROC‌ (14)","Result ‌Vol Osc‌ (12,26,Points)","Result ‌VT HZ Filter‌ (28)","Result ‌Ultimate‌ (7,14,28)","Result ‌Ulcer‌ (14)","Result ‌Typical Price‌ (14)","Result ‌Twiggs‌ (21)","True Range ‌True Range‌","Result ‌TRIX‌ (14)","TII ‌Trend Int‌ (14,9)","Signal ‌Trend Int‌ (14,9)","Result ‌Trade Vol‌ (0.5)","Forecast ‌Time Fcst‌ (14)","Result ‌Swing‌ (0.5)","Trend ‌Supertrend‌ (7,3)","%K ‌stochastics‌ (14,y)","%D ‌stochastics‌ (14,y)","%K ‌Stochastics‌ (14,n,3,3)","%D ‌Stochastics‌ (14,n,3,3)","%K ‌Stch Mtm‌ (10,3,3,10,ema)","%D ‌Stch Mtm‌ (10,3,3,10,ema)","STARC Bands Top ‌STARC Bands‌ (15,5,1.3,y)","STARC Bands Median ‌STARC Bands‌ (15,5,1.3,y)","STARC Bands Bottom ‌STARC Bands‌ (15,5,1.3,y)","Result ‌STD Dev‌ (14,2,ma)","Short % of Outstanding","Short % of Float","Strong Ratio ‌Shinohara‌ (26)","Weak Ratio ‌Shinohara‌ (26)","Shares Short","Result ‌Schaff‌ (10,23,50,ema)","RSI ‌rsi‌ (14)-2","Rel Vol ‌Rel Vol‌ (10,14)","Rel Vig ‌Rel Vig‌ (10)","RelVigSignal ‌Rel Vig‌ (10)","‌Rel Vig‌ (10)_hist","‌RAVI‌ (vdma,7,65)_hist","Random Walk High ‌Random Walk‌ (14)","Random Walk Low ‌Random Walk‌ (14)","Over ‌Rainbow Osc‌ (2,10)","Under ‌Rainbow Osc‌ (2,10)","‌Rainbow Osc‌ (2,10)_hist","Result ‌QStick‌ (8,ma)","Result ‌PSY‌ (20)","Result ‌Pring Sp-K‌ (daily)","KST ‌Pring KST‌ (10,10,15,10,20,10,30,15,9)","KSTSignal ‌Pring KST‌ (10,10,15,10,20,10,30,15,9)","Result ‌Prime Number‌ (5)","Prime Bands Top ‌Prime Number Bands‌ (y)","Prime Bands Bottom ‌Prime Number Bands‌ (y)","Result ‌Price Vol‌","Result ‌Price ROC‌ (14)","Result ‌Price Osc‌ (12,26,ema,Points)","Result ‌Pretty Good‌ (14)","Index ‌Pos Vol‌ (255,ma)","MA ‌Pos Vol‌ (255,ma)","Pivot ‌Pivot Points‌ (standard,n)","Resistance 1 ‌Pivot Points‌ (standard,n)","Support 1 ‌Pivot Points‌ (standard,n)","Resistance 2 ‌Pivot Points‌ (standard,n)","Support 2 ‌Pivot Points‌ (standard,n)","Resistance 3 ‌Pivot Points‌ (standard,n)","Support 3 ‌Pivot Points‌ (standard,n)","Result ‌PSAR‌ (0.02,0.2)","Result ‌On Bal Vol‌","Index ‌Neg Vol‌ (255,ma)","MA ‌Neg Vol‌ (255,ma)","MA Env Top ‌MA Env‌ (50,percent,5,ma,y)","MA Env Median ‌MA Env‌ (50,percent,5,ma,y)","MA Env Bottom ‌MA Env‌ (50,percent,5,ma,y)","‌MA Dev‌ (12,ma,Points)_hist","MA 1 ‌MACross‌ (20,50,200,ma,0)","MA 2 ‌MACross‌ (20,50,200,ma,0)","MA 3 ‌MACross‌ (20,50,200,ma,0)","MA ‌ma‌ (50,ma,0)-4","Result ‌M Flow‌ (14)","Result ‌Momentum‌ (14)","Result ‌Med Price‌ (14)","Result ‌Mass Idx‌ (25,27)","‌W MFI‌ (6)_hist","MACD ‌macd‌ (12,26,9)","Signal ‌macd‌ (12,26,9)","‌macd‌ (12,26,9)_hist","Result ‌LLV‌ (14)","Slope ‌LR Slope‌ (14)","RSquared ‌Lin R2‌ (14)","Intercept ‌Lin Incpt‌ (14)","Forecast ‌Lin Fcst‌ (14)","Klinger ‌Klinger‌ (13,34,55)","KlingerSignal ‌Klinger‌ (13,34,55)","‌Klinger‌ (13,34,55)_hist","Keltner Top ‌Keltner‌ (10,5,ema,y)","Keltner Median ‌Keltner‌ (10,5,ema,y)","Keltner Bottom ‌Keltner‌ (10,5,ema,y)","Result ‌Intraday Mtm‌ (20)","Conversion Line ‌Ichimoku Clouds‌ (9,26,52,26)","Base Line ‌Ichimoku Clouds‌ (9,26,52,26)","Leading Span A ‌Ichimoku Clouds‌ (9,26,52,26)","Leading Span B ‌Ichimoku Clouds‌ (9,26,52,26)","Lagging Span ‌Ichimoku Clouds‌ (9,26,52,26)","Result ‌Hist Vol‌ (10,252,1)","Result ‌HHV‌ (14)","Result ‌High-Low‌","High Low Top ‌High Low‌ (10,5,y)","High Low Median ‌High Low‌ (10,5,y)","High Low Bottom ‌High Low‌ (10,5,y)","MA 3 ‌Guppy‌","MA 5 ‌Guppy‌","MA 8 ‌Guppy‌","MA 10 ‌Guppy‌","MA 12 ‌Guppy‌","MA 15 ‌Guppy‌","MA 30 ‌Guppy‌","MA 35 ‌Guppy‌","MA 40 ‌Guppy‌","MA 45 ‌Guppy‌","MA 50 ‌Guppy‌","MA 60 ‌Guppy‌","Result ‌GAPO‌ (14)","‌Gator‌ (13,8,8,5,5,3)_hist1","‌Gator‌ (13,8,8,5,5,3)_hist2","Result ‌Fractal Chaos‌","Fractal High ‌Fractal Chaos Bands‌ (y)","Fractal Low ‌Fractal Chaos Bands‌ (y)","‌Elder Ray‌ (13)_hist1","‌Elder Ray‌ (13)_hist2","Result ‌Elder Force‌ (13)","EF ‌Ehler Fisher‌ (10)","EF Trigger ‌Ehler Fisher‌ (10)","Result ‌EOM‌ (14,ma)","Result ‌Donchian Width‌ (20,20)","Donchian High ‌Donchian Channel‌ (20,20,y)","Donchian Median ‌Donchian Channel‌ (20,20,y)","Donchian Low ‌Donchian Channel‌ (20,20,y)","Result ‌Disparity‌ (14,ma)","Result ‌Detrended‌ (14,ma)","Darvas ‌Darvas‌","Result ‌Coppock‌ (10,11,14)","Result ‌CCI‌ (20)","Result ‌Choppiness‌ (14)","Change in short Interest 15 days","Result ‌Chande Mtm‌ (9)","Result ‌Chande Fcst‌ (14)","Result ‌Chaikin Vol‌ (14,2,ma)","Result ‌Chaikin MF‌ (20)","Center of Gravity ‌COG‌ (10)","Signal ‌COG‌ (10)","Bandwidth ‌Boll BW‌ (20,2,ma)","Bollinger Bands Top ‌Bollinger Bands‌ (20,2,ma,y)-2","Bollinger Bands Median ‌Bollinger Bands‌ (20,2,ma,y)-2","Bollinger Bands Bottom ‌Bollinger Bands‌ (20,2,ma,y)-2","%b ‌Boll %b‌ (20,2,ma)","Result ‌Bal Pwr‌ (14,ma)","‌Awesome‌_hist","ATR ‌ATR‌ (14)","All Stops ‌ATR Trailing Stop‌ (21,3,points,n)","ATR Bands Top ‌ATR Bands‌ (5,3,y)","ATR Bands Bottom ‌ATR Bands‌ (5,3,y)","Aroon Oscillator ‌Aroon Osc‌ (14)","Aroon Up ‌Aroon‌ (14)","Aroon Down ‌Aroon‌ (14)","Jaw ‌Alligator‌ (y,13,8,8,5,5,3,n)","Teeth ‌Alligator‌ (y,13,8,8,5,5,3,n)","Lips ‌Alligator‌ (y,13,8,8,5,5,3,n)","+DI ‌ADX‌ (14,14,y,n)","-DI ‌ADX‌ (14,14,y,n)","ADX ‌ADX‌ (14,14,y,n)","Result ‌Acc Swing‌ (0.5)","Result ‌W Acc Dist‌ (n)-2"
"2015-01-15T23:00:00.000Z","149.21","1.10","1.15","4,313,800","51.21","153.66","149.97","146.27","27.79","148.29","148.29","148.29","","-52.74","149.28","0.76","1.09","122.96","20,139.31","0.23","48.47","2.36","149.31","0","2.70","0.02","9.61","20.67","83,612,000.00","147.83","137.12","153.32","31.91","31.08","31.91","31.08","-23.48","-10.29","151.12","148.30","145.49","3.31","","","143.93","157.96","","0.06","51.21","44.11","-0.40","-0.41","0.01","1.46","1.42","1.14","26.75","-26.75","15.71","-0.23","40.00","103.41","2.13","11.69","1.00","151.00","139.00","803,535.19","-1.41","0.02","0.01","112.60","103.72","149.28","153.81","145.62","157.47","141.09","162.00","137.43","151.75","65,004,000.00","113.96","109.01","155.70","148.29","140.87","0.51","149.97","148.29","135.62","148.29","46.23","-2.14","149.37","26.85","0.63","0.02","0.35","-0.33","146.11","-0.21","0.26","150.74","147.83","-163,082.62","-232,285.52","69,202.90","160.11","148.82","137.53","32.60","148.90","148.75","148.34","142.49","148.78","16.37","152.67","2.70","156.24","148.80","141.36","148.58","148.56","148.71","148.82","148.91","149.01","148.72","148.44","148.12","147.76","147.38","146.59","0.71","0.62","-0.25","-1.00","151.69","146.42","0.31","-2.39","262,515.72","-1.01","-0.77","-22.13","7.21","152.74","149.14","145.53","0.02","1.03","","-3.34","-71.33","59.99","","20.44","0.92","9.94","-0.03","-5.50","-5.50","4.92","153.66","149.97","146.27","39.77","-0.09","-1.44","2.18","146.77","156.28","142.14","-21.43","21.43","42.86","149.30","149.92","149.67","18.25","23.12","21.56","3,492.31","27.79"
"2015-01-19T23:00:00.000Z","148.63","-0.39","-0.34","4,053,300","49.25","153.28","149.76","146.25","25.82","148.40","148.40","148.40","","-61.59","149.07","0.83","1.05","25.75","17,153.12","0.23","40.81","2.44","149.12","-0.03","2.52","0.01","0.36","16.60","79,558,700.00","148.10","-41.50","153.32","36.03","32.28","36.03","32.28","-18.19","-11.73","151.22","148.37","145.53","2.91","","","149.82","154.92","","0.03","49.25","41.86","-0.32","-0.40","0.08","1.44","1.50","0.61","17.47","-17.47","3.51","-0.56","35.00","102.55","1.16","9.50","1.00","151.00","139.00","787,779.40","-2.25","-0.01","-0.13","112.60","103.77","149.28","153.81","145.62","157.47","141.09","162.00","137.43","151.64","60,950,700.00","113.52","109.06","155.82","148.40","140.98","0.06","149.76","148.40","135.74","148.40","46.99","-3.42","149.21","26.66","0.62","-0.01","0.28","-0.28","146.11","-0.13","0.13","149.90","148.10","-72,615.99","-209,475.59","136,859.59","160.21","148.78","137.36","25.92","149.06","148.75","148.74","142.49","148.34","14.65","152.67","2.52","156.18","148.74","141.30","148.60","148.59","148.69","148.78","148.87","148.96","148.72","148.45","148.14","147.80","147.43","146.66","0.71","0.58","-0.60","0","151.69","146.42","1.70","-0.82","-110,832.44","-0.86","-1.01","-15.64","6.63","152.74","149.43","146.11","-0.21","0.85","","-3.34","-34.91","61.48","","15.94","0.36","11.37","-0.15","-5.50","-5.50","4.70","153.28","149.76","146.25","33.88","-0.19","-1.39","2.21","146.77","155.79","141.47","-21.43","14.29","35.71","149.23","149.81","149.21","21.10","21.23","20.04","3,450.80","25.82"
"2015-01-20T23:00:00.000Z","147.18","-0.98","-0.93","4,660,700","44.66","153.13","149.54","145.96","24.37","148.48","148.48","148.48","","-83.69","148.75","0.78","1.10","121.00","63,071.60","0.23","41.93","2.55","148.80","-0.05","2.04","0","0.34","13.35","74,898,000.00","148.10","-211.81","153.32","33.99","33.98","33.99","33.98","-29.05","-14.88","150.92","148.08","145.25","2.45","","","125.46","155.71","","0.01","44.66","39.76","-0.24","-0.35","0.11","1.26","0.51","1.59","15.04","-15.04","-27.00","-0.80","35.00","100.32","-0.97","7.37","1.00","149.00","139.00","742,310.31","-3.23","-0.14","-0.61","111.50","103.82","149.28","153.81","145.62","157.47","141.09","162.00","137.43","151.53","56,290,000.00","113.52","109.11","155.90","148.48","141.06","-1.23","149.54","148.48","135.86","148.48","41.22","-4.91","148.91","26.30","0.39","-0.14","0.19","-0.33","146.11","-0.08","0.06","149.15","148.10","-176,945.59","-204,828.45","27,882.86","159.79","148.49","137.19","25.50","149.06","148.75","148.98","142.49","147.41","15.54","152.67","1.84","156.02","148.59","141.16","147.89","148.12","148.36","148.49","148.61","148.74","148.62","148.38","148.09","147.77","147.42","146.68","0.71","0.40","-0.85","0","151.69","146.42","-0.23","-2.07","-1,060,438.08","-1.02","-0.86","-21.03","6.59","152.70","149.40","146.11","-0.95","-0.49","","-3.38","-97.19","62.61","","-15.98","-0.62","7.19","-0.15","-5.51","-5.50","4.80","153.13","149.54","145.96","17.03","-0.29","-1.72","2.19","146.77","154.14","140.22","-21.43","7.14","28.57","149.36","149.76","148.90","19.70","24.67","19.41","3,239.00","24.37"
"2015-01-21T23:00:00.000Z","150.15","2.02","2.07","5,892,000","54.10","152.89","149.46","146.02","27.34","148.61","148.61","148.61","","-27.60","148.65","0.83","1.06","77.21","196,552.21","0.22","52.16","2.52","148.67","0.02","3.03","0","19.60","14.60","80,790,000.00","148.72","346.42","153.32","42.38","37.47","42.38","37.47","-15.12","-14.92","151.46","148.55","145.64","2.45","","","164.34","124.88","","4.45","54.10","43.06","-0.20","-0.29","0.08","1.49","1.77","1.04","10.13","-10.13","42.63","-0.26","35.00","98.63","-2.57","5.11","1.00","151.00","139.00","861,207.22","0","-0.01","0.65","113.75","103.87","149.28","153.81","145.62","157.47","141.09","162.00","137.43","151.42","62,182,000.00","113.52","109.17","156.04","148.61","141.18","1.48","149.46","148.61","135.99","148.61","49.34","0","148.72","25.94","0.50","-0.01","0.15","-0.16","146.11","0.02","0","148.43","148.72","-45,309.96","-182,040.09","136,730.13","160.48","148.79","137.11","31.77","149.06","148.75","148.60","142.49","147.08","17.10","152.67","2.95","155.89","148.46","141.04","149.02","148.79","148.75","148.79","148.85","148.91","148.72","148.48","148.19","147.87","147.53","146.79","0.71","0.01","-0.76","1.00","150.60","146.42","1.34","-1.61","1,590,945.53","-0.98","-1.02","-15.05","6.59","152.70","149.40","146.11","1.05","2.50","","-2.46","-16.48","69.30","","-10.97","0.95","4.08","-0.09","-5.51","-5.51","4.60","152.89","149.46","146.02","60.09","-0.18","-1.44","2.25","146.77","157.53","142.77","-21.43","0","21.43","149.45","149.46","148.70","23.45","22.30","18.20","3,585.41","27.34"
"2015-01-22T23:00:00.000Z","149.12","-0.69","-0.64","3,175,800","50.86","152.60","149.33","146.06","26.31","148.69","148.69","148.69","","-46.06","148.63","0.92","1.03","-7.58","82,214.21","0.22","53.77","2.47","148.65","-0.02","1.06","0","28.80","17.44","77,614,200.00","148.94","-64.86","153.32","47.55","41.31","47.55","41.31","-7.21","-13.52","151.66","148.86","146.05","2.45","","","159.22","125.96","","6.48","50.86","41.30","-0.20","-0.23","0.04","1.48","0.95","0.37","45.91","-45.91","16.35","-0.16","35.00","95.51","-5.49","2.74","-1.00","151.00","149.00","839,421.87","-0.03","0.01","0.24","113.75","103.93","149.28","153.81","145.62","157.47","141.09","162.00","137.43","151.31","59,006,200.00","112.74","109.22","156.13","148.69","141.26","0.26","149.33","148.69","136.12","148.69","54.91","-0.05","148.68","25.48","0.29","0.01","0.12","-0.11","146.11","0.06","0.03","148.17","148.94","16,259.20","-153,711.62","169,970.82","159.90","148.85","137.81","31.25","148.71","148.87","148.38","142.49","145.93","15.21","151.69","0.91","155.84","148.42","141.00","149.07","148.90","148.84","148.85","148.89","148.94","148.74","148.52","148.24","147.93","147.59","146.87","0.65","0.18","-0.41","0","150.60","146.42","1.09","0.18","896,371.87","-0.66","-0.98","-4.63","6.59","152.70","149.40","146.11","0.36","1.49","","-1.95","-1.92","67.01","","-3.41","0.12","-5.65","-0.09","-5.50","-5.51","4.38","152.60","149.33","146.06","46.86","-0.20","-1.05","2.17","146.77","155.66","142.58","21.43","35.71","14.29","149.42","149.24","148.83","22.63","21.52","17.08","3,520.56","26.31"
"2015-01-25T23:00:00.000Z","149.70","0.39","0.44","2,461,400","52.58","152.35","149.23","146.12","27.85","148.79","148.79","148.79","","-35.66","148.77","0.95","0.96","-40.96","-65,292.94","0.24","57.86","2.28","148.76","0.01","1.57","-0.01","46.82","23.32","80,075,600.00","149.01","33.16","153.32","63.56","51.16","63.56","51.16","6.08","-9.95","151.71","148.96","146.20","2.34","","","150.59","105.64","","7.14","52.58","43.84","-0.18","-0.20","0.02","1.54","0.89","1.74","39.05","-39.05","28.52","0.07","40.00","94.56","-6.35","0.70","1.00","151.00","139.00","848,995.48","1.84","0.08","0.43","113.75","103.98","149.28","153.81","145.62","157.47","141.09","162.00","137.43","151.21","61,467,600.00","113.18","109.27","156.23","148.79","141.35","0.77","149.23","148.79","136.25","148.79","56.48","2.70","148.76","25.06","0.64","0.08","0.12","-0.04","146.11","0.04","0.01","148.51","149.01","-48,593.46","-138,694.74","90,101.28","159.73","149.01","138.28","33.68","148.71","149.14","148.61","142.49","144.92","14.16","151.69","1.57","155.95","148.52","141.09","149.39","149.17","149.03","149.01","149.01","149.03","148.80","148.58","148.31","148.00","147.67","146.96","0.65","0.34","-0.50","0","150.60","146.42","0.71","-0.86","972,263.96","-0.29","-0.66","0.85","6.56","152.67","149.39","146.11","0.62","1.93","","-1.30","-6.27","66.05","","14.73","0.46","-8.99","-0.04","-5.49","-5.50","4.18","152.35","149.23","146.12","57.49","-0.11","-0.82","2.13","146.77","155.88","143.52","21.43","28.57","7.14","149.41","149.07","148.57","21.44","23.51","16.19","3,553.72","27.85"
"2015-01-26T23:00:00.000Z","147.65","-1.37","-1.32","3,220,300","46.39","152.08","149.05","146.02","25.80","148.83","148.83","148.83","","-76.66","148.83","0.92","0.95","-21.76","-119,578.11","0.22","53.73","2.15","148.82","-0.03","2.15","-0.01","51.31","28.92","76,855,300.00","148.44","-261.47","153.32","47.21","52.77","47.21","52.77","-2.30","-8.56","151.52","148.76","146.00","2.18","","","115.83","123.74","","6.72","46.39","41.79","-0.15","-0.19","0.03","1.25","0.57","1.39","27.19","-27.19","-42.14","-0.07","40.00","93.84","-6.58","-1.04","1.00","149.00","139.00","804,896.45","0.55","-0.04","-0.56","112.19","104.03","149.28","153.81","145.62","157.47","141.09","162.00","137.43","151.11","58,247,300.00","113.18","109.33","156.27","148.83","141.39","-0.97","149.05","148.83","136.38","148.83","57.34","0.81","148.82","24.70","0.39","-0.04","0.09","-0.12","146.11","-0.06","0.05","149.29","148.44","-123,719.41","-136,555.41","12,836.00","159.49","148.76","138.03","33.31","148.51","149.43","148.83","142.49","146.06","15.23","151.69","1.25","156.03","148.60","141.17","148.52","148.66","148.72","148.76","148.80","148.86","148.73","148.53","148.28","147.99","147.67","146.98","0.65","0.15","-0.50","0","150.60","146.42","-0.02","-1.27","-109,720.16","-0.21","-0.29","1.11","6.56","152.67","149.39","146.11","-0.80","-0.19","","-0.99","-67.33","67.89","","-8.64","-0.53","-6.19","-0.05","-5.50","-5.49","4.06","152.08","149.05","146.02","26.92","-0.12","-0.99","2.13","146.77","153.88","141.42","21.43","21.43","0","149.26","149.11","148.60","19.89","23.86","15.68","3,292.25","25.80"
"2015-01-27T23:00:00.000Z","144.78","-1.94","-1.89","6,388,800","39.40","151.92","148.68","145.45","21.81","148.80","148.80","148.80","","-99.86","148.62","0.82","1.00","53.61","92,011.33","0.21","39.38","2.35","148.65","-0.10","4.00","-0.02","31.24","29.38","70,466,500.00","147.40","-333.80","153.32","29.27","46.68","29.27","46.68","-32.06","-12.83","151.20","148.28","145.36","3.02","","","84.67","160.12","","4.41","39.40","38.74","-0.13","-0.17","0.04","0.20","0.57","1.90","53.77","-53.77","-67.88","-0.40","35.00","90.82","-8.89","-2.67","1.00","149.00","139.00","680,712.06","-2.75","-0.35","-1.58","110.01","104.08","149.28","153.81","145.62","157.47","141.09","162.00","137.43","151.01","51,858,500.00","113.18","109.38","156.24","148.80","141.36","-3.45","148.68","148.80","136.49","148.80","48.28","-4.10","148.70","24.66","0.63","-0.35","0","-0.35","146.42","-0.17","0.22","149.85","147.40","-259,666.63","-154,142.73","-105,523.91","159.69","148.04","136.38","26.75","147.69","148.74","148.83","142.49","145.28","17.62","151.69","4.00","156.01","148.58","141.15","146.65","147.37","147.85","148.04","148.18","148.35","148.47","148.32","148.11","147.85","147.56","146.91","0.63","0.23","-0.12","0","150.60","146.42","0.52","-3.48","-2,713,449.39","-0.50","-0.21","-7.92","6.56","152.67","149.39","146.11","-2.53","-3.10","","-1.55","-160.83","59.56","","-22.69","-1.81","4.66","-0.15","-5.51","-5.50","4.36","151.92","148.68","145.45","-10.29","-0.23","-0.99","2.26","146.77","152.16","137.40","-85.71","14.29","100.00","149.14","148.91","148.79","17.38","29.63","16.42","2,958.45","21.81"
"2015-01-28T23:00:00.000Z","146.29","1.04","1.09","4,461,200","44.17","151.39","148.39","145.40","23.85","148.82","148.82","148.82","","-72.58","148.25","0.77","1.08","4.18","102,969.30","0.24","43.67","2.44","148.27","-0.07","2.69","-0.03","26.86","28.88","74,927,700.00","147.23","63.87","152.90","16.97","31.15","16.97","31.15","-39.88","-17.75","150.47","147.51","144.55","2.78","","","97.33","147.77","","2.21","44.17","43.50","-0.12","-0.14","0.02","0.02","0.54","1.31","63.36","-63.36","-27.69","-0.54","35.00","88.82","-10.39","-4.22","1.00","149.00","139.00","727,240.50","-3.36","-0.48","-0.78","110.01","104.13","149.28","153.81","145.62","157.47","141.09","162.00","137.43","150.76","56,319,700.00","114.36","109.44","156.26","148.82","141.38","-1.77","148.39","148.82","136.61","148.82","40.92","-5.08","148.32","24.73","0.60","-0.48","-0.10","-0.38","144.77","-0.15","0.18","149.27","147.23","-341,431.99","-180,898.33","-160,533.65","159.55","147.72","135.88","27.13","147.43","148.47","148.78","142.49","146.13","18.57","151.69","2.69","155.91","148.49","141.06","146.47","147.01","147.50","147.72","147.89","148.09","148.33","148.21","148.02","147.78","147.51","146.89","0.73","0.16","-0.06","0","150.60","146.42","-1.03","-3.72","-1,363,472.69","-0.91","-0.50","-16.63","7.90","152.67","148.72","144.77","-1.27","-1.79","","-2.06","-160.17","57.04","","-8.79","-0.64","15.73","-0.14","-5.51","-5.51","4.04","151.39","148.39","145.40","14.88","-0.27","-1.48","2.29","151.26","153.81","138.77","-92.86","7.14","100.00","149.04","148.88","148.82","15.92","28.77","17.30","3,022.31","23.85"
"2015-01-29T23:00:00.000Z","143.91","-1.63","-1.58","6,242,300","38.97","151.55","148.08","144.62","21.47","148.79","148.79","148.79","","-99.72","147.86","0.79","1.11","85.77","252,463.22","0.26","40.25","2.64","147.88","-0.13","2.40","-0.04","22.04","27.51","68,685,400.00","146.32","-278.18","152.34","9.28","18.51","9.28","18.51","-58.59","-25.18","149.43","146.47","143.50","3.44","0.33","0.72","86.70","161.93","8,239,614.00","1.10","38.97","39.32","-0.15","-0.13","-0.01","-0.66","0.72","1.19","59.37","-59.37","-50.00","-0.54","35.00","84.90","-13.62","-5.96","1.00","149.00","139.00","625,684.62","-3.72","-0.76","-1.60","108.22","104.18","149.28","153.81","145.62","157.47","141.09","162.00","137.43","150.37","50,077,400.00","114.36","109.50","156.23","148.79","141.35","-3.76","148.08","148.79","136.71","148.79","39.15","-5.56","147.93","24.87","0.37","-0.76","-0.23","-0.53","144.25","-0.23","0.28","149.47","146.32","-453,241.34","-219,804.48","-233,436.86","158.88","147.03","135.18","27.50","147.25","148.29","148.78","142.49","143.19","19.97","151.69","2.31","155.54","148.14","140.73","145.19","145.98","146.70","147.03","147.28","147.57","148.05","147.97","147.82","147.61","147.37","146.79","0.76","0.10","-0.28","0","150.60","146.42","-1.19","-3.50","-3,291,063.63","-1.36","-0.91","-15.69","8.42","152.67","148.46","144.25","-2.62","-4.13","","-2.84","-195.49","58.78","-19.50","-34.37","-1.67","5.68","-0.17","-5.53","-5.52","4.68","151.55","148.08","144.62","-10.23","-0.26","-2.23","2.30","151.26","151.37","136.45","-100.00","0","100.00","149.06","148.97","148.69","14.74","27.74","18.25","2,744.14","21.47"
"2015-02-01T23:00:00.000Z","146.73","1.96","2.01","5,119,500","46.94","151.44","147.96","144.49","24.90","148.80","148.80","148.80","","-55.40","147.66","0.82","1.05","-13.51","277,142.92","0.26","43.81","2.62","147.65","-0.07","3.45","-0.05","11.15","24.24","73,804,900.00","146.12","272.24","152.34","24.10","16.78","24.10","16.78","-47.48","-29.23","148.94","145.87","142.80","3.47","","","92.73","134.45","","0.55","46.94","44.88","-0.16","-0.14","-0.02","-0.48","1.19","1.21","49.61","-49.61","5.56","-0.07","40.00","83.04","-15.10","-7.77","1.00","149.00","139.00","726,003.91","-1.05","-0.75","-0.37","108.22","104.23","146.50","149.10","141.30","154.30","138.70","156.90","133.50","149.85","55,196,900.00","116.60","109.56","156.25","148.80","141.36","-0.85","147.96","148.80","136.82","148.80","47.94","-1.55","147.65","25.15","0.67","-0.75","-0.33","-0.41","143.89","-0.24","0.31","149.46","146.12","-310,504.45","-232,761.62","-77,742.83","159.36","146.97","134.58","36.31","146.76","147.99","148.78","142.49","143.44","21.73","150.99","3.45","155.02","147.64","140.26","145.96","146.23","146.71","146.97","147.20","147.47","147.96","147.90","147.77","147.58","147.34","146.79","0.74","0.02","-0.66","0","150.60","146.42","-0.54","-3.99","-758,490.34","-1.81","-1.36","-12.01","7.80","151.69","147.79","143.89","-0.64","-1.36","","-2.74","-127.43","57.17","","-10.76","0.42","3.63","-0.09","-5.53","-5.52","4.70","151.44","147.96","144.49","32.28","-0.15","-2.86","2.38","150.49","154.77","138.69","-92.86","7.14","100.00","148.94","148.96","148.31","13.21","26.64","19.36","3,016.38","24.90"
"2015-02-02T23:00:00.000Z","148.29","1.06","1.11","4,981,700","50.77","151.47","148.03","144.58","26.46","148.86","148.86","148.86","","-31.64","147.58","0.92","1.03","27.47","282,327.95","0.25","49.12","2.57","147.56","-0.02","1.75","-0.05","11.87","21.76","78,786,600.00","146.41","185.87","152.34","37.75","23.71","37.75","23.71","-20.90","-27.72","149.02","146.00","142.98","3.45","","","97.74","123.86","","0.28","50.77","49.79","-0.14","-0.15","0.01","-0.04","1.50","0.48","32.47","-32.47","31.71","-0.27","45.00","83.40","-14.59","-9.29","1.00","149.00","139.00","778,968.13","-0.23","-0.61","0.26","108.22","104.27","146.50","149.10","141.30","154.30","138.70","156.90","133.50","149.19","60,178,600.00","117.84","109.64","156.30","148.86","141.41","0.65","148.03","148.86","136.92","148.86","48.81","-0.34","147.52","25.39","0.33","-0.61","-0.39","-0.22","143.30","-0.19","0.20","149.07","146.41","-183,049.58","-225,659.90","42,610.32","159.24","147.21","135.18","39.96","146.76","147.99","148.80","142.49","145.67","22.44","150.99","1.62","154.51","147.15","139.79","147.12","146.91","147.06","147.21","147.36","147.57","147.98","147.92","147.79","147.61","147.38","146.84","0.77","0.06","-1.10","0","150.60","146.42","1.04","-0.58","460,071.11","-1.44","-1.81","-7.90","8.39","151.69","147.50","143.30","0.44","0.30","","-2.50","-8.53","57.51","","6.25","1.27","-1.01","0","-5.52","-5.52","4.66","151.47","148.03","144.58","53.84","-0.10","-2.95","2.34","150.49","155.77","140.81","-92.86","0","92.86","148.93","148.87","147.76","17.79","25.21","19.21","3,202.25","26.46"
