date,ticker,MarketCap,EnterpriseValue,PeRatio,ForwardPeRatio,PegRatio,PsRatio,PbRatio,EnterprisesValueRevenueRatio,EnterprisesValueEBITDARatio
03/31/2005,MSFT,"261,141,217,689","223,547,217,689",23.466,,,6.782,5.512,,
02/28/2005,MSFT,"273,746,389,369","239,242,389,369",27.348,,,7.133,5.796,,
01/31/2005,MSFT,"285,932,238,180","251,428,238,180",28.565,,,7.451,6.054,,
12/31/2004,MSFT,"290,719,535,928","256,215,535,928",29.043,,,7.576,6.155,,
11/30/2004,MSFT,"291,467,324,736","227,052,324,736",36.23,,,7.731,3.838,,
10/31/2004,MSFT,"304,078,368,999","239,663,368,999",37.797,,,8.066,4.004,,
09/30/2004,MSFT,"301,938,350,000","237,523,350,000",37.554,,,8.014,3.976,,
08/31/2004,MSFT,"296,824,837,409","236,232,837,409",36.4,,,8.074,3.967,,
07/31/2004,MSFT,"309,458,380,000","248,866,380,000",37.987,,,8.426,4.136,,
06/30/2004,MSFT,"312,825,600,000","252,233,600,000",38.4,,,8.518,4.181,,
05/31/2004,MSFT,"284,440,152,381","228,033,152,381",30.287,,,8.035,4.03,,
04/30/2004,MSFT,"282,065,319,989","225,658,319,989",30.034,,,7.968,3.996,,
03/31/2004,MSFT,"268,670,610,000","212,263,610,000",28.655,,,7.602,3.807,,
02/29/2004,MSFT,"286,375,235,757","233,598,235,757",28.223,,,8.422,4.13,,
01/31/2004,MSFT,"298,464,955,472","245,687,955,472",29.415,,,8.777,4.304,,
12/31/2003,MSFT,"295,294,930,000","242,517,930,000",29.117,,,8.688,4.258,,
11/30/2003,MSFT,"277,988,574,930","226,366,574,930",26.505,,,8.558,4.169,,
10/31/2003,MSFT,"282,637,936,549","231,015,936,549",26.948,,,8.701,4.239,,
09/30/2003,MSFT,"300,379,000,000","248,757,000,000",28.66,,,9.254,4.505,,
08/31/2003,MSFT,"286,786,877,718","237,738,877,718",28.826,,,8.966,4.7,,
07/31/2003,MSFT,"284,462,110,000","235,414,110,000",28.707,,,8.929,4.662,,
06/30/2003,MSFT,"276,168,440,000","227,120,440,000",27.87,,,8.669,4.526,,
05/31/2003,MSFT,"264,219,384,514","218,041,384,514",28.126,,,8.573,4.533,,
04/30/2003,MSFT,"274,418,832,514","228,240,832,514",29.211,,,8.903,4.708,,
03/31/2003,MSFT,"259,579,620,000","213,401,620,000",27.669,,,8.433,4.454,,
02/28/2003,MSFT,"253,622,831,657","210,198,831,657",27.241,,,8.461,4.544,,
01/31/2003,MSFT,"253,943,873,216","210,519,873,216",27.276,,,8.471,4.55,,
